area_code,area_name,gender,year,population_estimate
S08000019,Forth Valley,Female,1994,141563
S08000019,Forth Valley,Female,1995,142013
S08000019,Forth Valley,Female,1996,142461
S08000019,Forth Valley,Female,1997,143172
S08000019,Forth Valley,Female,1998,143713
S08000019,Forth Valley,Female,1999,144394
S08000019,Forth Valley,Female,2000,144804
S08000019,Forth Valley,Female,2001,145075
S08000019,Forth Valley,Female,2002,145716
S08000019,Forth Valley,Female,2003,146240
S08000019,Forth Valley,Female,2004,147095
S08000019,Forth Valley,Female,2005,148458
S08000019,Forth Valley,Female,2006,149371
S08000019,Forth Valley,Female,2007,150419
S08000019,Forth Valley,Female,2008,151121
S08000019,Forth Valley,Female,2009,151620
S08000019,Forth Valley,Female,2010,152420
S08000019,Forth Valley,Female,2011,153340
S08000019,Forth Valley,Female,2012,153730
S08000019,Forth Valley,Female,2013,153879
S08000019,Forth Valley,Female,2014,154275
S08000019,Forth Valley,Female,2015,155337
S08000019,Forth Valley,Female,2016,156206
S08000019,Forth Valley,Female,2017,156744
S08000019,Forth Valley,Female,2018,156903
S08000019,Forth Valley,Female,2019,157013
S08000020,Grampian,Female,1981,248372
S08000020,Grampian,Female,1982,251075
S08000020,Grampian,Female,1983,252739
S08000020,Grampian,Female,1984,254492
S08000020,Grampian,Female,1985,255819
S08000020,Grampian,Female,1986,256904
S08000020,Grampian,Female,1987,256858
S08000020,Grampian,Female,1988,256096
S08000020,Grampian,Female,1989,258286
S08000020,Grampian,Female,1990,259409
S08000020,Grampian,Female,1991,261651
S08000020,Grampian,Female,1992,265267
S08000020,Grampian,Female,1993,268387
S08000020,Grampian,Female,1994,270786
S08000020,Grampian,Female,1995,271249
S08000020,Grampian,Female,1996,270964
S08000020,Grampian,Female,1997,269595
S08000020,Grampian,Female,1998,268253
S08000020,Grampian,Female,1999,268025
S08000020,Grampian,Female,2000,266818
S08000020,Grampian,Female,2001,266178
S08000020,Grampian,Female,2002,266738
S08000020,Grampian,Female,2003,267745
S08000020,Grampian,Female,2004,269321
S08000020,Grampian,Female,2005,271770
S08000020,Grampian,Female,2006,274083
S08000020,Grampian,Female,2007,277323
S08000020,Grampian,Female,2008,279542
S08000020,Grampian,Female,2009,282399
S08000020,Grampian,Female,2010,285341
S08000020,Grampian,Female,2011,287808
S08000020,Grampian,Female,2012,289772
S08000020,Grampian,Female,2013,292015
S08000020,Grampian,Female,2014,294605
S08000020,Grampian,Female,2015,296045
S08000020,Grampian,Female,2016,295955
S08000020,Grampian,Female,2017,294723
S08000020,Grampian,Female,2018,293822
S08000020,Grampian,Female,2019,294417
S08000031,Greater Glasgow and Clyde,Female,1981,676267
S08000031,Greater Glasgow and Clyde,Female,1982,669504
S08000031,Greater Glasgow and Clyde,Female,1983,662818
S08000031,Greater Glasgow and Clyde,Female,1984,657325
S08000031,Greater Glasgow and Clyde,Female,1985,652063
S08000031,Greater Glasgow and Clyde,Female,1986,647294
S08000031,Greater Glasgow and Clyde,Female,1987,641483
S08000031,Greater Glasgow and Clyde,Female,1988,634442
S08000031,Greater Glasgow and Clyde,Female,1989,630098
S08000031,Greater Glasgow and Clyde,Female,1990,626068
S08000031,Greater Glasgow and Clyde,Female,1991,623931
S08000031,Greater Glasgow and Clyde,Female,1992,619732
S08000031,Greater Glasgow and Clyde,Female,1993,616871
S08000031,Greater Glasgow and Clyde,Female,1994,614524
S08000031,Greater Glasgow and Clyde,Female,1995,610894
S08000031,Greater Glasgow and Clyde,Female,1996,606934
S08000031,Greater Glasgow and Clyde,Female,1997,602636
S08000031,Greater Glasgow and Clyde,Female,1998,600487
S08000031,Greater Glasgow and Clyde,Female,1999,597546
S08000031,Greater Glasgow and Clyde,Female,2000,593999
S08000031,Greater Glasgow and Clyde,Female,2001,592300
S08000031,Greater Glasgow and Clyde,Female,2002,589910
S08000031,Greater Glasgow and Clyde,Female,2003,586626
S08000031,Greater Glasgow and Clyde,Female,2004,583626
S08000031,Greater Glasgow and Clyde,Female,2005,582016
S08000031,Greater Glasgow and Clyde,Female,2006,580604
S08000031,Greater Glasgow and Clyde,Female,2007,581409
S08000031,Greater Glasgow and Clyde,Female,2008,582949
S08000031,Greater Glasgow and Clyde,Female,2009,584614
S08000031,Greater Glasgow and Clyde,Female,2010,586688
S08000031,Greater Glasgow and Clyde,Female,2011,589736
S08000031,Greater Glasgow and Clyde,Female,2012,590326
S08000031,Greater Glasgow and Clyde,Female,2013,590076
S08000031,Greater Glasgow and Clyde,Female,2014,592212
S08000031,Greater Glasgow and Clyde,Female,2015,595046
S08000031,Greater Glasgow and Clyde,Female,2016,600426
S08000031,Greater Glasgow and Clyde,Female,2017,603083
S08000031,Greater Glasgow and Clyde,Female,2018,605223
S08000031,Greater Glasgow and Clyde,Female,2019,608426
S08000022,Highland,Female,1981,145953
S08000022,Highland,Female,1982,145795
S08000022,Highland,Female,1983,146564
S08000022,Highland,Female,1984,147344
S08000022,Highland,Female,1985,148112
S08000022,Highland,Female,1986,148591
S08000022,Highland,Female,1987,148654
S08000022,Highland,Female,1988,149043
S08000022,Highland,Female,1989,149647
S08000022,Highland,Female,1990,150409
S08000022,Highland,Female,1991,151387
S08000022,Highland,Female,1992,151785
S08000022,Highland,Female,1993,152369
S08000022,Highland,Female,1994,153008
S08000022,Highland,Female,1995,153319
S08000022,Highland,Female,1996,153489
S08000022,Highland,Female,1997,153308
S08000022,Highland,Female,1998,153431
S08000022,Highland,Female,1999,153434
S08000022,Highland,Female,2000,152984
S08000022,Highland,Female,2001,153061
S08000022,Highland,Female,2002,153050
S08000022,Highland,Female,2003,154112
S08000022,Highland,Female,2004,156046
S08000022,Highland,Female,2005,157789
S08000022,Highland,Female,2006,158984
S08000022,Highland,Female,2007,160536
S08000022,Highland,Female,2008,161495
S08000022,Highland,Female,2009,162216
S08000022,Highland,Female,2010,163184
S08000022,Highland,Female,2011,164052
S08000022,Highland,Female,2012,163584
S08000022,Highland,Female,2013,163497
S08000022,Highland,Female,2014,163265
S08000022,Highland,Female,2015,163348
S08000022,Highland,Female,2016,163735
S08000022,Highland,Female,2017,163684
S08000022,Highland,Female,2018,163493
S08000022,Highland,Female,2019,163389
S08000032,Lanarkshire,Female,1981,335995
S08000032,Lanarkshire,Female,1982,334588
S08000032,Lanarkshire,Female,1983,333606
S08000032,Lanarkshire,Female,1984,332662
S08000032,Lanarkshire,Female,1985,330905
S08000032,Lanarkshire,Female,1986,328788
S08000032,Lanarkshire,Female,1987,328340
S08000032,Lanarkshire,Female,1988,326838
S08000032,Lanarkshire,Female,1989,327205
S08000032,Lanarkshire,Female,1990,327404
S08000032,Lanarkshire,Female,1991,326635
S08000032,Lanarkshire,Female,1992,326691
S08000032,Lanarkshire,Female,1993,326341
S08000032,Lanarkshire,Female,1994,326919
S08000032,Lanarkshire,Female,1995,326781
S08000032,Lanarkshire,Female,1996,326166
S08000032,Lanarkshire,Female,1997,326229
S08000032,Lanarkshire,Female,1998,325665
S08000032,Lanarkshire,Female,1999,325429
S08000032,Lanarkshire,Female,2000,325080
S08000032,Lanarkshire,Female,2001,325268
S08000032,Lanarkshire,Female,2002,326079
S08000032,Lanarkshire,Female,2003,326938
S08000032,Lanarkshire,Female,2004,328676
S08000032,Lanarkshire,Female,2005,330034
S08000032,Lanarkshire,Female,2006,331340
S08000032,Lanarkshire,Female,2007,333182
S08000032,Lanarkshire,Female,2008,334636
S08000032,Lanarkshire,Female,2009,335727
S08000032,Lanarkshire,Female,2010,336689
S08000032,Lanarkshire,Female,2011,337429
S08000032,Lanarkshire,Female,2012,337661
S08000032,Lanarkshire,Female,2013,337675
S08000032,Lanarkshire,Female,2014,338072
S08000032,Lanarkshire,Female,2015,338487
S08000032,Lanarkshire,Female,2016,339253
S08000032,Lanarkshire,Female,2017,339856
S08000032,Lanarkshire,Female,2018,340178
S08000032,Lanarkshire,Female,2019,341504
S08000024,Lothian,Female,1981,391241
S08000024,Lothian,Female,1982,391087
S08000024,Lothian,Female,1983,389486
S08000024,Lothian,Female,1984,388934
S08000024,Lothian,Female,1985,388520
S08000024,Lothian,Female,1986,386889
S08000024,Lothian,Female,1987,387191
S08000024,Lothian,Female,1988,386095
S08000024,Lothian,Female,1989,387622
S08000024,Lothian,Female,1990,388904
S08000024,Lothian,Female,1991,388894
S08000024,Lothian,Female,1992,388379
S08000024,Lothian,Female,1993,389655
S08000024,Lothian,Female,1994,391925
S08000024,Lothian,Female,1995,394702
S08000024,Lothian,Female,1996,395862
S08000024,Lothian,Female,1997,397907
S08000024,Lothian,Female,1998,399517
S08000024,Lothian,Female,1999,401582
S08000024,Lothian,Female,2000,404228
S08000024,Lothian,Female,2001,405699
S08000024,Lothian,Female,2002,405661
S08000024,Lothian,Female,2003,404628
S08000024,Lothian,Female,2004,405798
S08000024,Lothian,Female,2005,408055
S08000024,Lothian,Female,2006,410461
S08000024,Lothian,Female,2007,413760
S08000024,Lothian,Female,2008,417195
S08000024,Lothian,Female,2009,420347
S08000024,Lothian,Female,2010,424425
S08000024,Lothian,Female,2011,429422
S08000024,Lothian,Female,2012,433391
S08000024,Lothian,Female,2013,436772
S08000024,Lothian,Female,2014,441033
S08000024,Lothian,Female,2015,446236
S08000024,Lothian,Female,2016,452560
S08000024,Lothian,Female,2017,456938
S08000024,Lothian,Female,2018,460831
S08000024,Lothian,Female,2019,465457
S08000025,Orkney,Female,1981,9701
S08000025,Orkney,Female,1982,9705
S08000025,Orkney,Female,1983,9748
S08000025,Orkney,Female,1984,9758
S08000025,Orkney,Female,1985,9741
S08000025,Orkney,Female,1986,9723
S08000025,Orkney,Female,1987,9706
S08000025,Orkney,Female,1988,9752
S08000025,Orkney,Female,1989,9830
S08000025,Orkney,Female,1990,9890
S08000025,Orkney,Female,1991,9954
S08000025,Orkney,Female,1992,10005
S08000025,Orkney,Female,1993,9998
S08000025,Orkney,Female,1994,10024
S08000025,Orkney,Female,1995,10040
S08000025,Orkney,Female,1996,9990
S08000025,Orkney,Female,1997,10008
S08000025,Orkney,Female,1998,9917
S08000025,Orkney,Female,1999,9801
S08000025,Orkney,Female,2000,9782
S08000025,Orkney,Female,2001,9733
S08000025,Orkney,Female,2002,9786
S08000025,Orkney,Female,2003,9885
S08000025,Orkney,Female,2004,10044
S08000025,Orkney,Female,2005,10184
S08000025,Orkney,Female,2006,10327
S08000025,Orkney,Female,2007,10426
S08000025,Orkney,Female,2008,10512
S08000025,Orkney,Female,2009,10609
S08000025,Orkney,Female,2010,10749
S08000025,Orkney,Female,2011,10810
S08000025,Orkney,Female,2012,10837
S08000025,Orkney,Female,2013,10837
S08000025,Orkney,Female,2014,10851
S08000025,Orkney,Female,2015,10885
S08000025,Orkney,Female,2016,10970
S08000025,Orkney,Female,2017,11055
S08000025,Orkney,Female,2018,11151
S08000025,Orkney,Female,2019,11184
S08000026,Shetland,Female,1981,11882
S08000026,Shetland,Female,1982,11686
S08000026,Shetland,Female,1983,11552
S08000026,Shetland,Female,1984,11432
S08000026,Shetland,Female,1985,11369
S08000026,Shetland,Female,1986,11347
S08000026,Shetland,Female,1987,11287
S08000026,Shetland,Female,1988,11157
S08000026,Shetland,Female,1989,11050
S08000026,Shetland,Female,1990,11100
S08000026,Shetland,Female,1991,11109
S08000026,Shetland,Female,1992,11147
S08000026,Shetland,Female,1993,11231
S08000026,Shetland,Female,1994,11233
S08000026,Shetland,Female,1995,11341
S08000026,Shetland,Female,1996,11273
S08000026,Shetland,Female,1997,11297
S08000026,Shetland,Female,1998,11259
S08000026,Shetland,Female,1999,11168
S08000026,Shetland,Female,2000,11007
S08000026,Shetland,Female,2001,10905
S08000026,Shetland,Female,2002,10935
S08000026,Shetland,Female,2003,10885
S08000026,Shetland,Female,2004,10976
S08000026,Shetland,Female,2005,11075
S08000026,Shetland,Female,2006,11065
S08000026,Shetland,Female,2007,11108
S08000026,Shetland,Female,2008,11129
S08000026,Shetland,Female,2009,11288
S08000026,Shetland,Female,2010,11381
S08000026,Shetland,Female,2011,11452
S08000026,Shetland,Female,2012,11440
S08000026,Shetland,Female,2013,11429
S08000026,Shetland,Female,2014,11427
S08000026,Shetland,Female,2015,11417
S08000026,Shetland,Female,2016,11417
S08000026,Shetland,Female,2017,11349
S08000026,Shetland,Female,2018,11277
S08000026,Shetland,Female,2019,11235
S08000030,Tayside,Female,1981,208130
S08000030,Tayside,Female,1982,207041
S08000030,Tayside,Female,1983,205951
S08000030,Tayside,Female,1984,204751
S08000030,Tayside,Female,1985,204314
S08000030,Tayside,Female,1986,203240
S08000030,Tayside,Female,1987,202967
S08000030,Tayside,Female,1988,202573
S08000030,Tayside,Female,1989,202375
S08000030,Tayside,Female,1990,203403
S08000030,Tayside,Female,1991,203941
S08000030,Tayside,Female,1992,205345
S08000030,Tayside,Female,1993,205937
S08000030,Tayside,Female,1994,205913
S08000030,Tayside,Female,1995,206640
S08000030,Tayside,Female,1996,206023
S08000030,Tayside,Female,1997,205793
S08000030,Tayside,Female,1998,205053
S08000030,Tayside,Female,1999,204327
S08000030,Tayside,Female,2000,203098
S08000030,Tayside,Female,2001,202152
S08000030,Tayside,Female,2002,201949
S08000030,Tayside,Female,2003,202261
S08000030,Tayside,Female,2004,202969
S08000030,Tayside,Female,2005,204334
S08000030,Tayside,Female,2006,205411
S08000030,Tayside,Female,2007,206843
S08000030,Tayside,Female,2008,208413
S08000030,Tayside,Female,2009,209437
S08000030,Tayside,Female,2010,210510
S08000030,Tayside,Female,2011,211607
S08000030,Tayside,Female,2012,212142
S08000030,Tayside,Female,2013,212162
S08000030,Tayside,Female,2014,212927
S08000030,Tayside,Female,2015,213254
S08000030,Tayside,Female,2016,213307
S08000030,Tayside,Female,2017,213523
S08000030,Tayside,Female,2018,213394
S08000030,Tayside,Female,2019,213889
S08000028,Western Isles,Female,1981,15804
S08000028,Western Isles,Female,1982,15785
S08000028,Western Isles,Female,1983,15716
S08000028,Western Isles,Female,1984,15607
S08000028,Western Isles,Female,1985,15584
S08000028,Western Isles,Female,1986,15507
S08000028,Western Isles,Female,1987,15237
S08000028,Western Isles,Female,1988,15141
S08000028,Western Isles,Female,1989,15018
S08000028,Western Isles,Female,1990,14918
S08000028,Western Isles,Female,1991,14747
S08000028,Western Isles,Female,1992,14693
S08000028,Western Isles,Female,1993,14725
S08000028,Western Isles,Female,1994,14633
S08000028,Western Isles,Female,1995,14525
S08000028,Western Isles,Female,1996,14466
S08000028,Western Isles,Female,1997,14097
S08000028,Western Isles,Female,1998,13934
S08000028,Western Isles,Female,1999,13778
S08000028,Western Isles,Female,2000,13566
S08000028,Western Isles,Female,2001,13394
S08000028,Western Isles,Female,2002,13389
S08000028,Western Isles,Female,2003,13439
S08000028,Western Isles,Female,2004,13584
S08000028,Western Isles,Female,2005,13670
S08000028,Western Isles,Female,2006,13716
S08000028,Western Isles,Female,2007,13809
S08000028,Western Isles,Female,2008,13837
S08000028,Western Isles,Female,2009,13920
S08000028,Western Isles,Female,2010,13994
S08000028,Western Isles,Female,2011,14038
S08000028,Western Isles,Female,2012,13954
S08000028,Western Isles,Female,2013,13881
S08000028,Western Isles,Female,2014,13806
S08000028,Western Isles,Female,2015,13696
S08000028,Western Isles,Female,2016,13631
S08000028,Western Isles,Female,2017,13640
S08000028,Western Isles,Female,2018,13583
S08000028,Western Isles,Female,2019,13524
